,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
10,The House of Neglect: The Preventable Case of Lacey Fletcher,2023-03-21,541800,24482,2726.0,consider supporting us via patreon : https://patreon.com/dreading,Mar,dreading (crime and psychology)
11,"""We Just Wanted To Be Famous"" The Case of the Bever Family",2023-03-16,403149,13287,2110.0,consider supporting us via patreon : https://patreon.com/dreading,Mar,dreading (crime and psychology)
12,"""That's just what men do"" : The Case of Danny Ray Beard",2023-03-13,260321,10470,1608.0,consider supporting us via patreon : https://patreon.com/dreading,Mar,dreading (crime and psychology)
13,What happened to Alexis Sharkey,2023-03-01,391517,16047,2700.0,"National Coalition Against Domestic Violence: A Voice For Survivors - https://ncadv.org/donate
LifeWire: Accessible, Inclusive and Survivor-Focused Advocacy - https://www.lifewire.org/donate
Kathy’s Legacy Foundation: Hope for the Victims, Children, and Pets - https://www.kathyslegacy.org/donate-now/
Partnership Against Domestic Violence: Holistic Support For Survivors - https://padv.org/donate/


consider supporting us via patreon : https://patreon.com/dreading",Mar,dreading (crime and psychology)
14,Child Star: The Life and Legacy of Judith Barsi,2023-02-22,146204,9440,,"consider donating to these fine charities:
https://protectchildren.ca/en/get-involved/donate/


consider supporting us via patreon : https://patreon.com/dreading",Feb,dreading (crime and psychology)
15,"""I would never do this"": The Case of Jim Rauch",2023-02-15,325088,11656,4376.0,consider supporting us via patreon : https://patreon.com/dreading,Feb,dreading (crime and psychology)
16,The Strange Case of Chloe Ayling,2023-02-14,413506,14745,1836.0,consider supporting us via patreon : https://patreon.com/dreading,Feb,dreading (crime and psychology)
17,Politician kills journalist for reporting on him | The Case of Rob Telles,2023-02-07,567381,20642,3174.0,consider supporting us via patreon : https://patreon.com/dreading,Feb,dreading (crime and psychology)
18,PTA Mom framed by Lawyers | The Case of Jill Easter,2023-02-03,453938,19059,2766.0,"The first 1,000 people to use the link will get a 1 month free trial of Skillshare: https://skl.sh/dreadingcrimeandpsychology01231

consider supporting us via patreon : https://patreon.com/dreading",Feb,dreading (crime and psychology)
19,What happened to Shanquella Robinson: Cover Up In Cabo,2023-01-25,270518,18589,2559.0,"Support the Robinson Family: https://www.gofundme.com/f/shanquella-robinson-funeral-services

this video was copyright claimed by a third party due to footage used throughout. Any ads that appear go directly to that third party. 

consider supporting us via patreon : https://patreon.com/dreading",Jan,dreading (crime and psychology)
20,The Spy In the Duffelbag: The Suspicious Demise of Gareth Williams,2023-01-23,194464,10432,879.0,"Go to https://buyraycon.com/dreading for 15% off your order! Brought to you by Raycon.

consider supporting us via patreon : https://patreon.com/dreading",Jan,dreading (crime and psychology)
21,"""The Scourge of Society"": The Idiotic Case of Dalton Aiken and Cory Fitzwater | dreading",2023-01-18,304262,12197,1716.0,consider supporting us via patreon : https://patreon.com/dreading,Jan,dreading (crime and psychology)
22,"""We Were Just Such Cosmopolitan People"" The Case of Prince Andrew | dreading",2023-01-16,753362,18912,5398.0,consider supporting us via patreon : https://patreon.com/dreading,Jan,dreading (crime and psychology)
23,Space Case: The Ridiculous Case of Lisa Nowak | dreading,2023-01-11,496706,18891,2428.0,consider supporting us via patreon : https://patreon.com/dreading,Jan,dreading (crime and psychology)
24,Everyone Knew: The Case of Bill Cosby,2023-01-09,394066,16492,3027.0,"deposition - https://www.latimes.com/local/lanow/la-me-ln-bill-cosby-quaalude-deposition-excerpts-20160523-snap-story.html

consider supporting us via patreon : https://patreon.com/dreading",Jan,dreading (crime and psychology)
25,"""Why Would I Lie?"" The Case of Yingying Zhang| dreading",2023-01-04,478811,16655,2178.0,"Go Watch Finding Ying Ying: https://www.findingyingying.com/
To donate to the Yingying Endowment fund: https://advancement.illinois.edu/2281867-2/?cfpage=/o/university-of-illinois-urbana-champaign/i/urbana-crowdfunding/s/yingyings-fund


description under construction

consider supporting us via patreon : https://patreon.com/dreading",Jan,dreading (crime and psychology)
26,Selling Her Lies: Sherri Papini's First Interviews,2022-12-16,365218,8644,4703.0,"Download the FREE Upside App at https://upside.app.link/dreading to get $5 or more cash back on your first purchase of $10 or more.

consider supporting us via patreon : https://patreon.com/dreading 

Crime Circus - https://youtube.com/@CrimeCircus",Dec,dreading (crime and psychology)
27,"""What Was A Good Girl To Do?"" The Case of Betty Broderick",2022-12-14,518243,16737,4965.0,consider supporting us via patreon : https://patreon.com/dreading,Dec,dreading (crime and psychology)
28,Popcorn or Deadly Weapon?: The Trial of Curtis Reeves |dreading,2022-12-07,553269,11540,4890.0,"donate to the oulson family foundation - https://www.https://www.oulsonfamilyfoundation.com/donate/

consider supporting us via patreon : https://patreon.com/dreading

sources 

http://www.curtisreevestrial.com/
http://www.curtisreevestrial.com/files/1302.pdf
https://www.cbsnews.com/news/curtis-reeves-trial-chad-oulson-murder-2014-texting-movie-theater-florida/
https://www.newspapers.com/clip/102422890/curtis-reeves-released-after-shooting/
https://www.oulsonfamilyfoundation.com/
https://www.tampabay.com/news/courts/criminal/pretial-set-for-this-morning-in-movie-theater-shooting-case/2169793/
https://www.tampabay.com/news/2022/02/26/after-acquittal-curtis-reeves-renews-freedom-chad-oulsons-widow-grieves-anew/",Dec,dreading (crime and psychology)
29,Unknown Event: What Happened To Cindy James | dreading,2022-11-30,204850,9932,1101.0,"sources 






consider supporting us via patreon : https://patreon.com/dreading",Nov,dreading (crime and psychology)
30,The Case of Aaron Hernandez,2022-11-27,284336,12932,1807.0,"none of the links in this description are affiliate links. i do not earn a commission if you follow any of these links 

sources
https://www.audible.com/pd/The-Truth-About-Aaron-Audiobook/0062876856
http://ftpcontent2.worldnow.com/whdh/pdf/140617-hernandez-patriots-medical-subpoena.pdf
https://apps.bostonglobe.com/spotlight/gladiator/bristol/
https://www.cnn.com/2018/10/31/us/aaron-hernandez-brother-book/index.html
https://apps.bostonglobe.com/spotlight/gladiator/prison/
https://www.tmz.com/2013/06/19/aaron-hernandez-new-england-patriots-lawsuit-gun-shooting-miami-strip-club/
https://www.usatoday.com/sports/college/football/sec/2009-10-08-gator-wears-heart-on-arms_N.htm
https://web.archive.org/web/20131101202255/http://www.providencejournal.com/sports/patriots/content/20111022-bill-reynolds-browns-d.j.-hernandez-serves-as-role-model-for-pats-aaron.ece
https://web.archive.org/web/20181114060250/http://www.bostonherald.com/news/local_coverage/2018/08/fiancee_gay_or_not_aaron_hernandez_very_much_a_man_to_me?amp

consider supporting us via patreon : https://patreon.com/dreading",Nov,dreading (crime and psychology)
31,"""I Wanted Her to Need Me"": The Life and Legacy of Emma Walker | dreading",2022-11-23,339923,15563,2001.0,"Thanks to Raycon for sponsoring today’s video. Go to https://buyraycon.com/dreading and use code EARLYBF to get 20% off sitewide or 30% off when you buy holiday bundles!

consider supporting us via patreon : https://patreon.com/dreading

timestamps 
0:00-1:13 intro 
1:13-2:43 raycon 
2:43-24:57 the life of Emma Walker 
24:57-52:11 the secret recording 
52:11-56:09 the aftermath",Nov,dreading (crime and psychology)
32,The Myspace Suicide: The Life and Legacy of Megan Meier |dreading,2022-11-16,293288,16397,2537.0,"Support the Megan Meier's Foundation : https://www.meganmeierfoundation.org/megans-story 
Donate to the Megan Meier's Foundation: https://www.meganmeierfoundation.org/donate

sources: 
https://www.meganmeierfoundation.org/megans-story
https://www.newyorker.com/magazine/2008/01/21/friend-game
https://www.stltoday.com/news/local/metro/megan-meier-s-mom-is-still-fighting-bullying/article_f901d3e0-b6b8-5302-ac0c-80b83c9703a9.html
https://www.wired.com/2008/11/lori-drew-pla-1/
https://www.newyorker.com/reporting/2008/01/21/080121fa_fact_collins
https://www.nytimes.com/2007/11/28/us/28hoax.html
https://abcnews.go.com/GMA/story?id=4560582&page=1
https://abcnews.go.com/GMA/Story?id=3882520
https://www.stltoday.com/suburban-journals/stcharles/news/stevepokin/my-space-hoax-ends-with-suicide-of-dardenne-prairie-teen/article_0304c09a-ab32-5931-9bb3-210a5d5dbd58.html
http://www.theage.com.au/news/web/americas-most-reviled-mother/2007/11/30/1196394672124.html
https://web.archive.org/web/20071211213244/http://www.cnn.com/2007/LIVING/wayoflife/12/07/suicide.shunning.ap/index.html
https://abcnews.go.com/GMA/story?id=3929774




consider supporting us via patreon : https://patreon.com/dreading",Nov,dreading (crime and psychology)
33,MISSING: The Unsolved Case of Stacey Smart | dreading,2022-11-06,148899,9090,553.0,"Support the Family's search via gofundme - https://www.gofundme.com/f/help-find-stacey-smart
Join the facebook group to support the family - https://www.facebook.com/HelpFindStaceySmart/

WHERE IS STACEY SMART?
MISSING FROM LEWISTON, CA
Missing Since- 11/2/16
Eyes-Blue
Hair- Blonde
Height- 5'8""
Weight- 180 lbs

On 11/2/16, Stacey Smart was reported missing from Lewiston, Ca. Stacey has platinum Blonde hair with a pixy style haircut and likes to wear hats. Stacey has a tattoo of a red lotus bloom on her lower back. If you've seen her, know where she is, or have any information of her whereabouts, call the Trinity County Sheriffs Department 530-623-3740 or Nor-Cal Alliance For The Missing anonymous tipline at 530-378-4491.
$10,000 Reward by the Secret Witness Program for information in the missing persons case as it pertains to Stacey Smart. The reward will not be dispensed unless the information is credible, viable and leads to the location of Stacey Smart. If you have any information please contact Trinity County Secret Witness at 530-623-8138.

On line anonymous tip form-
http://www.nor-calallianceforthemissing.org/tips.html





consider supporting us via patreon : https://patreon.com/dreading",Nov,dreading (crime and psychology)
34,Foxcatcher Farms: The Case of John DuPont | dreading,2022-11-02,335759,14987,,"Thanks to Established Titles for sponsoring this video! Get 10% off on any purchase with code DREADING. Go to https://establishedtitles.com/Dreading and help support the channel! 


consider supporting us via patreon : https://patreon.com/dreading


sources used 

https://time.com/3586290/blood-on-the-mat/
https://intermatwrestle.com/articles/909/The-Life-and-Legacy-of-Dave-Schultz-Chapter-2-The-Murderer-John-du-Pont?
http://revwrestling.com/articles/832/The-Life-and-Legacy-Dave-Schultz-Chapter-1-The-Day-Wrestling-Died
http://revwrestling.com/articles/990/The-Life-and-Legacy-of-Dave-Schultz-Chapter-3-Immediate-Memories-of-Dave
https://people.com/archive/a-man-possessed-vol-45-no-6/
https://www.washingtonpost.com/archive/lifestyle/1996/02/10/rich-man-poor-man/06f03015-6f8f-4e87-abe2-c26b2c174ca1/
https://www.britannica.com/biography/John-du-Pont
http://www.mercurynews.com/history/ci_26491206/foxcatcher-murder-true-story
https://www.youtube.com/watch?v=d5k781xo2AM
https://www.youtube.com/watch?v=ZwXDxEGXnsM
https://www.washingtonpost.com/wp-srv/sports/olympics/longterm/wrestlng/tribute.htm
http://www.cnn.com/US/9702/25/dupont.verdict/reax.html
https://www.nytimes.com/2010/12/10/sports/olympics/10dupont.html

consider supporting us via patreon : https://patreon.com/dreading",Nov,dreading (crime and psychology)
35,The Case of Cherish Perrywinkle | dreading,2022-10-26,1063743,26985,7470.0,"consider supporting us via patreon : https://patreon.com/dreading

the organization i will be donating to https://www.thorn.org/",Oct,dreading (crime and psychology)
36,Viral: The Life and Legacy of Amanda Todd | dreading,2022-10-23,200194,14776,2092.0,"Download the FREE Upside App at https://upside.app.link/DREADING to get
$5 or more cash back on your first purchase of $10 or more

The Amanda Todd Legacy is a non-profit society that focuses on awareness and the well-being of all individuals of all ages.  We have a strong focus on prevention and awareness related to bullying, cyberabuse and internet safety.  As well, resources and education encouraging positivity, mental health and wellness and how to stay safer online are shared on our website.
​
Campaigns of awareness and outreach to both young people and adults are of primary importance.  We have presented globally to public schools, colleges, universities,  community events, conferences with attendees in focus areas of which may include law enforcement, social work, psychology  and mental health with an overall goal on empowerment, safety and wellness.  

consider donating to the Amanda Todd Legacy - https://www.paypal.com/donate/?cmd=_s-xclick&hosted_button_id=Q3BNE5AFA62E6

consider supporting us via patreon : https://patreon.com/dreading",Oct,dreading (crime and psychology)
37,Forgotten Baby Syndrome: The Case of Cooper Harris | dreading,2022-10-19,705581,20559,5417.0,"Time stamps for ease of watching 
0:00-2:43 intro 
2:43-6:38 forgotten baby syndrome
6:38-21:28 Justin Ross Harris
21:28-1:30:33 the interrogation
1:30:33-1:33:37 Leanna 
1:33:37-1:36:41 the aftermath













consider supporting us via patreon : https://patreon.com/dreading",Oct,dreading (crime and psychology)
38,Deadly Narcissism: The Case of Derek Medina | dreading,2022-10-12,393288,17701,2420.0,consider supporting us via patreon : https://patreon.com/dreading,Oct,dreading (crime and psychology)
39,"Good Cop, Bad Cop, Terrible Cop: The Interrogation of Jaylen Fleer",2022-10-09,674482,21509,3631.0,consider supporting us via patreon : https://patreon.com/dreading,Oct,dreading (crime and psychology)
40,The Case of James Rayl | dreading,2022-10-05,223354,16160,5503.0,consider supporting us via patreon : https://patreon.com/dreading,Oct,dreading (crime and psychology)
41,Hide and Seek Gone Wrong? : The Case of Sarah Boone | dreading,2022-09-28,1686582,31299,10796.0,"The first 100 people to use code DREADING at the link below will get 20% off of Incogni: https://incogni.com/DREADING

consider supporting us via patreon : https://patreon.com/dreading",Sep,dreading (crime and psychology)
42,When the Lies Run Out: The Interrogation of Sherri Papini |dreading,2022-09-25,571578,19567,3785.0,"the original video : The Real Life ""Gone Girl"": Sherri Papini | dreading
https://youtu.be/2xrrosxapPA 

consider supporting us via patreon : https://patreon.com/dreading",Sep,dreading (crime and psychology)
43,Everyone Knew : Bryan Singer | dreading,2022-09-21,630705,21002,2661.0,"consider supporting us via patreon : https://patreon.com/dreading



Sources used in this video 

https://www.theatlantic.com/magazine/archive/2019/03/bryan-singers-accusers-speak-out/580462/
https://www.theatlantic.com/entertainment/archive/2019/01/reaction-bryan-singer-allegations-lesson-willful-ignorance/581302/
https://variety.com/2014/film/news/bryan-singer-allegations-part-of-upcoming-sex-abuse-documentary-from-oscar-nominated-filmmaker-1201159632/
https://www.hollywoodreporter.com/movies/movie-news/hollywood-sex-abuse-film-an-open-secret-released-online-first-time-1048706/
https://radaronline.com/exclusives/2014/04/bryan-singer-garth-ancier-gary-goddard-david-neuman-investors-den-pedophile-sex-assault/
https://www.hollywoodreporter.com/news/general-news/bryan-singer-sex-abuse-case-699828/
https://www.imdb.com/name/nm0001741/
https://www.buzzfeed.com/adambvary/inside-bryan-singers-wild-hollywood-world
https://defamer.gawker.com/bryan-singers-obsession-with-barely-legal-boys-was-an-o-1564367291
https://www.thedailybeast.com/inside-hollywoods-twink-pool-parties
https://www.indiewire.com/2017/12/bryan-singer-sexual-assault-rape-allegations-timeline-1201903868/2/
http://news.bbc.co.uk/2/hi/entertainment/5009328.stm
https://www.rollingstone.com/culture/culture-news/bryan-singer-abuse-allegations-blake-stuerman-1274239/
http://web.archive.org/web/20080117004139/http://radaronline.com/from-the-magazine/2007/11/den_chads_world_marc_collins_rector_1.php
https://www.nickiswift.com/99520/shady-side-bryan-singer/
https://www.salon.com/2019/01/23/bryan-singer-four-new-men-accuse-the-director-of-sexual-misconduct-against-underage-boys_partner/
https://www.advocate.com/arts-entertainment/film/2011/10/21/roland-emmerich-post-apocalypse?page=0,1

An open secret (please watch) 
https://vimeo.com/142444429?utm_campaign=5370367&utm_source=affiliate&utm_channel=affiliate&cjevent=74b0688730eb11ed83066b470a1c0e13&clickid=74b0688730eb11ed83066b470a1c0e13",Sep,dreading (crime and psychology)
44,Little Girl Lost: The Case of Sandra Cantu,2022-09-15,514034,19041,1922.0,consider supporting us via patreon : https://patreon.com/dreading,Sep,dreading (crime and psychology)
45,Where is Timmothy Pitzen? |dreading,2022-09-09,342803,17243,,consider supporting us via patreon : https://patreon.com/dreading,Sep,dreading (crime and psychology)
46,The Tragic Demise of Sylvia Likens | dreading,2022-08-31,374681,15539,3058.0,"Get Surfshark VPN at https://Surfshark.deals/dreading and enter promo code DREADING for 83% off and 3 extra months for free!

consider supporting us via patreon : https://patreon.com/dreading",Aug,dreading (crime and psychology)
47,7th Heaven: The Case of Stephen Collins | dreading,2022-08-29,875796,26914,4830.0,"The first 1,000 people to use the link will get a 1 month free trial of Skillshare: https://skl.sh/dreadingcrimeandpsychology08221  

consider supporting us via patreon : https://patreon.com/dreading",Aug,dreading (crime and psychology)
48,The Original Chris Watts: the case of Chris Coleman | dreading,2022-08-19,880329,34153,6448.0,consider supporting us via patreon : https://patreon.com/dreading,Aug,dreading (crime and psychology)
49,The Case of Chris Benoit,2022-08-10,338768,16349,1580.0,consider supporting us via patreon : https://patreon.com/dreading,Aug,dreading (crime and psychology)
50,False Confession: The Case of Victoria Martens | dreading,2022-07-27,512364,20176,2363.0,"Start speaking a new language in 3 weeks with Babbel . Get up to 65% OFF your
subscription ➡ Here: https://go.babbel.com/t?bsc=1200m65-youtube-dreadingcrimeandpsychology-july-2022&btp=default&utm_term=generic_v1&utm_medium=paidsocial&utm_source=YouTube&utm_content=Influencer..dreading%20crime%20and%20psycology..USA..YouTube


consider supporting us via patreon : https://patreon.com/dreading",Jul,dreading (crime and psychology)
51,The Tragic Case of Connor and Brinley Snyder | dreading,2022-07-24,828617,29598,2842.0,"Thanks to Established Titles for sponsoring this video! Get 10% off on any purchase with code DREADING. Go to https://establishedtitles.com/Dreading and help support the channel! 

consider supporting us via patreon : https://patreon.com/dreading",Jul,dreading (crime and psychology)
52,Jeepers Creepers: The Case of Victor Salva | dreading,2022-07-20,648316,27531,2930.0,consider supporting us via patreon : https://patreon.com/dreading,Jul,dreading (crime and psychology)
53,He left his mom's head boiling | the case of Joel Guy Jr,2022-07-13,859462,27198,6063.0,consider supporting us via patreon : https://patreon.com/dreading,Jul,dreading (crime and psychology)
54,Jussie Smollett's Interview | dreading,2022-07-10,310500,11942,4254.0,consider supporting us via patreon : https://patreon.com/dreading,Jul,dreading (crime and psychology)
55,The Cross Examination of Nancy Brophy | dreading,2022-07-06,691433,18042,3384.0,consider supporting us via patreon : https://patreon.com/dreading,Jul,dreading (crime and psychology)
56,What Happened to Libby German and Abby Williams |dreading,2022-06-29,412940,18286,1931.0,"Donate to the Libby and Abby Memorial Park Fund Here https://abbyandlibbymemorialpark.org/

if you have ever talked to or interacted with a social media account under the name ""anthony_shots"" 
please contact abbyandlibbytip@cacoshrf.com or (765) 822-3535.



consider supporting us via patreon : https://patreon.com/dreading",Jun,dreading (crime and psychology)
57,P*do Politician Realises He's Been Caught,2022-06-26,831347,27544,8441.0,"consider supporting us via patreon : https://patreon.com/dreading



Time stamps 
0:00-3:55 intro 
3:55-8:18 the early life of Nathan 
8:18-11:06 his letter
11:06-18:32  his marriage 
18:32-24:14  2017
24:14-01:56:54 his campaign
1:56:54-2:00:42",Jun,dreading (crime and psychology)
