,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
10,How her EVIL Web of Lies destroyed multiple lives... | Eleanor Williams,2023-03-30,1388906,52703,6205,"Eleanor Williams was a young British woman who had an awful story to tell… However, unknown to everyone else at the time, this story was full of venomous fiction that carried a very heavy weight... With everyone believing her words at face value, she single-handedly destroyed the lives of several men in an instant… and moving forward, there would be a tremendous amount of work required to build these men back up again.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:22 Barrow-in-Furness
03:24 Eleanor Williams
05:02 An awful story...
07:09 An Evil Web of Lies.
10:38 Picking her story apart
16:38 Eleanor's Psychology, Legal Proceedings
19:36 Devastating effects
21:23 Side notes
22:33 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Mar,Coffeehouse Crime
11,The EVIL Son who Dismembered his own Mother...  | The Case of Beverly Liggett,2023-03-27,631978,30481,2030,"🌏 Get exclusive NordVPN deal here: https://NordVPN.com/coffeehousecrime It’s risk-free with Nord’s 30-day money-back guarantee! 🔴 Ari unfairly resented his mother. Beverly knew this, but she desperately wanted to provide the help and support her son required. However, in the year 2012, things took a very serious turn. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:01 Coffee and VPNs
03:23 Colorado
04:39 Beverly Liggett
07:44 Beverly's troubled history
09:22 Ari Liggett's troubled history
14:20 Beverly's disappearance...
15:50 Chase and find... 
18:03 Ari's delusional world
20:02 Discovery
21:01 Recalling Ari's actions
23:03 Legal proceedings
24:48 Mental health, Support, 
26:28 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Mar,Coffeehouse Crime
12,The Influencer MURDERED by a Parasite Family... | Abby Choi,2023-03-22,980622,34397,2697,"When Hong Kong model and socialite Abby Choi disappeared, authorities immediately feared the worst. Property disputes with her ex-in-law family, known as the Kwong family, had been brewing for quite some time. But they never expected it to end like this...

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:51 Hong Kong
03:06 Abby Choi's life
04:45 Abby's relationship with Alex, and their property...
08:12 Moving on, Chris Tam
09:16 The property dispute...
09:59 The Kwong family's dark history...
13:31 Finding Abby...
15:53 Discovery
17:39 Recalling Abby's final day
19:00 Most wanted.
20:59 Parasite
21:22 Remembering Abby
23:26 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Mar,Coffeehouse Crime
13,The Sinister Murder Plotted on The Dark Web... | The Case of Rie Isogai,2023-03-20,906669,36647,1492,"➤ First 100 people to use code CRIME at the link below will get 60%
off Incogni: https://incogni.com/crime 🔴 In August 2007, from the intimidating depths of the Dark Web, an ominous message appeared… “I’m looking for a partner in crime… Would anyone like to work with me?...” - two others would answer back… thus creating an underground friendship between three newly formed criminals. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:20 Japan, Aichi prefecture 
02:18 The Dark Web...
03:59 Incogni Sponsor
05:13 Out of the depths...
06:22 Kinji Kawagishi
07:55 Tsukasa Kanda
08:39 Yoshitomo Hori
09:04 Schemes and evil plans...
11:01 Rie Isogai
13:37 August 25th 2007
16:24 Tracing the night
18:06 Aftermath, campaigns, reactions
19:06 Legal proceedings
21:07 Remembering Rie
22:14 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Mar,Coffeehouse Crime
14,The Disturbing Online World of Killer Kimveer Gill...,2023-03-15,661713,31036,1858,"In September 2006, Kimveer Gill’s actions sent waves of shock and anger throughout the community of Montreal. Everyone who knew him in real life saw him as a well-natured young man. But secretly, in the virtual world, Kimveer expressed his authentic self as a hateful psychopath with a very short fuse.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:21 Montreal, Anastasia De Sousa
04:06 September 13th, 2006...
06:12 Kimveer Gill
09:20 Kimveer's Online Alter-Ego
13:44 Recalling the event
16:20 Aftermath, understanding
19:16 Consequences to this day...
21:16 Remembering Anastasia
23:28 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Mar,Coffeehouse Crime
15,"The Killer ""Vampire"" Who Deformed His Own Face... | Caius Veiovis",2023-03-10,689823,31395,2041,"Deforming his own face and practising vampiric rituals... Caius was only one of three assailants involved in the triple murder case in Massachusetts. In fact, he arguably wasn't even the worst of the bunch, as the monster in Adam Hall would soon prove... 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:33 Massachusetts, Hurricane Irene
03:27 David Glasser
05:16 Edward Frampton & Robert Chadwell
06:06 An incoming storm...
09:44 Concerning clues...
11:13 Adam Hall's connection to David Glasser
14:03 Framing David
16:31 A Haunting Scene
18:45 CAIUS VEIOVIS
22:45 David Chalue 
23:26 Piecing together the story...
28:10 Legal Proceedings and Caius' complications
32:08 Remembering David, Edward and Robert
34:49 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Mar,Coffeehouse Crime
16,Coffeehouse Crime Case Updates: Spring 2023,2023-03-06,628259,45229,4721,"TRUE CRIME: Today, we're looking at all the updates available to cases previously covered by Coffeehouse Crime. This includes the stories of Aiden Fucci, The Delphi Case, Hannah Cornelius, Issei Sagawa, The Moab Creeper, Robert Leeming, Tomohiro Kato and Toyah Cordingley.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:30 The Moab Creeper
05:14 Toyah Cordingley
09:52 Robert Leeming
11:36 Issei Sagawa
13:36 Tomohiro Kato
15:31 Delphi
18:19 Aiden Fucci 
22:16 Hannah Cornelius
26:45 Thoughts, Nero, Thanks!

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Mar,Coffeehouse Crime
17,The Murder that shocked a Nation... | The Chilling Case of Eve Carson,2023-03-01,1359209,51094,5469,"TRUE CRIME: On March 5th 2008, Eve Carson was tragically murdered by two unknown assailants. However, their actions would leave many questions, and deep hole in the community. With a long trail of clues and tips, the authorities were eventually able to track them down. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:26 North Carolina
03:52 March 5th 2008
06:24 The Life of Eve Carson
10:27 Clues of the crime... 
16:40 Demario Atwater & Laurence Lovett
21:00 The Case of Abhijit Mahato
22:23 Retracing Eve's final night
24:48 Legal proceedings
26:56 Side notes...
27:28 Highlighting judicial issues 
28:48 Remembering Eve Carson
31:35 Outro 

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Mar,Coffeehouse Crime
18,The Gangnam Massacre | The Disturbing Case of Jeong Sang-Jin,2023-02-24,560147,29205,1545,"In October 2008, Jeong Sang-Jin waged his revenge against the wealthy in one of the most inhumane ways imaginable. This included setting fire to a Gosiwon in the Gangnam district of Seoul. However, despite his motive, he wouldn't be targeting the rich...

 ➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:09 South Korea
03:09 Jeong Sang-Jin & Gosiwons
07:10 Sang-Jin's troubles
10:23 A terrible plan...
11:38 October 20th, 2008
13:14 Aftermath
16:11 Recollections
17:55 Psychological studies, legal proceedings
21:27 Learning from our mistakes
24:00 Outro
24:45 Nero??

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Feb,Coffeehouse Crime
19,The Murder that Puzzled a Nation... | The Case of Kitty Kat West,2023-02-20,1004222,38068,3953,"When mother and wife Kathleen West was found dead outside her home in January 2018, many were puzzled about who was to blame. Following some very circumstantial evidence, her husband was arrested. But was he guilty? Not even her own parents seemed to think so. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:40 Calera
03:29 Kathleen and Jeff West
08:05 The life of Kitty Kat West
11:14 Saturday 13th January 2018
13:35 EVIDENCE
19:52 Arrested, legal proceedings
24:49 Side notes
25:33 Remembering Kathleen West
26:33 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Feb,Coffeehouse Crime
20,The Army Officer who became a Serial Killer... | The Case of Nikos Metaxas,2023-02-13,777836,35130,2249,"Use COFFEECRIME55 to get 55% off your first month at Scentbird https://sbird.co/3iZpZu4 
🔴 For years, nobody knew of Cypriot Army Officer Nikos Metaxas' deathly actions. But when a freak accident with mother nature unearthed one of his victims, it would blow the case wide open and send the town of Mitsero into meltdown.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:37 Scentbird
03:24 Cyprus!
05:30 Mitsero and its mines
07:34 A concerning discovery...
10:01 Mary Rose Tubercio
11:47 Nikos Metaxas
13:27 Orestis
15:36 Another body... Arian Palanas Lazanos
17:02 Orounda Range...
18:20 Blood Lake
19:14 Livia Florentina Bunea...
20:40 Maricar Valtez Arquiola
21:24 Finding Sierra
23:42 Nikos' trial
26:33 Societal changes
28:12 Wrapping up, outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Feb,Coffeehouse Crime
21,WHY visiting this island will end in DEATH...,2023-02-09,586507,33918,5555,"Start speaking a new language in 3 weeks with Babbel! 🎉 Get up to 60% OFF your subscription ➡️ Here: https://go.babbel.com/t?bsc=1200m60-youtube-coffeehousecrime-feb-2023&btp=default&utm_term=generic_v1&utm_medium=paidsocial&utm_source=YouTube&utm_content=Influencer..coffeehousecrime..USA..YouTube Very little is known about what happens on this island... and almost everyone who visits ends up dead. Satellite images give nothing away, and the only information we have comes from a few survivors who never travelled too close to the shore.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
02:32 Andaman and Nicobar islands
03:37 North Sentinel Island...
06:09 The Sentinelese 
08:18 Grave mistakes, severing ties
10:56 Geographical rifts
11:42 John Allan Chau
16:57 Legal complications
18:58 Reflecting, moving forward
21:34 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Feb,Coffeehouse Crime
22,Random Co-ordinates led these kids to a body... | TikTok Suitcase Murders,2023-02-06,783466,38594,2511,"When a group of friends set off on a walk to follow some randomised coordinates, they had no idea that this exploration would lead them to a mysteriously abandoned suitcase… It wound unearth a gruesome discovery and the story of an evil landlord.....

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:30 Seattle...
03:12 June 9th, 2020
05:32 Breaking News
06:45 Austin Wenner and Jessica Lewis
09:18 Michael Lee Dudley...
12:26 Michael's dark secrets...
15:42 Evidence
16:50 Legal proceedings
20:06 Wrapping up
21:16 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Feb,Coffeehouse Crime
23,"The Hikikomori Who KIDNAPPED a Teenager to be his ""Human Experiment""...",2023-02-02,1375491,52007,3356,"In March 2014, young student Ana Saito was making her way home from school… She was expected home by 4 pm, but as the evening arrived, she was nowhere to be seen… A man named Kabu Terauchi had stolen her, and she was to be his human experiment. But what happened next?

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:11 Asaka, Japan
02:20 Ana Saito
04:09 Nowhere to be seen...
06:42 Kabu Terauchi
09:02 Gameplan...
13:00 Negative reinforcement
14:57 A small voice out of the silence
16:09 Road to Recovery
16:58 Legal proceedings, psychological impressions
20:57 Moving on with life
22:01 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Feb,Coffeehouse Crime
